"","origincityLabel","origincountry","originlat","originlong","originpopulation","sistercityLabel","destinationlat","destinationlong","destinationpopulation","destination_countryLabel","dist","eu","samecountry","typecountry"
"11595","Gmina Chrzanów, Lesser Poland Voivodeship","Poland",50.133333333333,19.4,49399,"Harnes",50.445,2.9058333333333,12244,"France",1170,"EU","different","EU"
"11596","Mielec","Poland",50.283333333333,21.433333333333,NA,"Morlaix",48.5775,-3.8277777777778,15264,"France",1828,"EU","different","EU"
"11597","Słupsk","Poland",54.466666666667,17.033333333333,NA,"Cartaxo Municipality",39.15,-8.7833333333333,NA,"Portugal",2574,"EU","different","EU"
"11598","Kościerzyna","Poland",54.116666666667,17.983333333333,NA,"Sanary-sur-Mer",43.119166666667,5.8022222222222,16047,"France",1511,"EU","different","EU"
"11599","Rabka-Zdrój","Poland",49.616666666667,19.966666666667,NA,"Château-Gontier",47.828611111111,-0.70277777777778,11582,"France",1524,"EU","different","EU"
"11600","Bełchatów","Poland",51.366666666667,19.366666666667,59025,"Aubergenville",48.958333333333,1.855,11576,"France",1272,"EU","different","EU"
"11601","Siemianowice Śląskie","Poland",50.275833333333,18.985833333333,NA,"Wattrelos",50.701111111111,3.2133333333333,41522,"France",1115,"EU","different","EU"
"11602","Elbląg","Poland",54.166666666667,19.4,122568,"Compiègne",49.414166666667,2.8222222222222,40430,"France",1253,"EU","different","EU"
"11603","Olsztyn","Poland",53.783333333333,20.483333333333,173599,"Châteauroux",46.809722222222,1.6902777777778,45209,"France",1537,"EU","different","EU"
"11604","Nowy Targ","Poland",49.466666666667,20.016666666667,33545,"Évry",48.623888888889,2.4294444444444,53237,"France",1282,"EU","different","EU"
"11605","Wronki","Poland",52.7,16.383333333333,NA,"Plérin",48.534444444444,-2.7708333333333,14394,"France",1423,"EU","different","EU"
"11606","Sztum","Poland",53.921666666667,19.033611111111,NA,"Val-de-Reuil",49.274444444444,1.2102777777778,12969,"France",1330,"EU","different","EU"
"11607","Chojna","Poland",52.966666666667,14.416666666667,NA,"Granville",48.838055555556,-1.5869444444444,13104,"France",1209,"EU","different","EU"
"11608","Opole","Poland",50.666666666667,17.933333333333,125992,"Grasse",43.658055555556,6.9252777777778,50916,"France",1138,"EU","different","EU"
"11609","Gryfino","Poland",53.25,14.483333,NA,"Dão River",40.382222222222,-8.1455555555556,NA,"Portugal",2222,"EU","different","EU"
"11610","Zbrosławice","Poland",50.41667,18.75,NA,"Charnay-lès-Mâcon",46.309166666667,4.7844444444444,6919,"France",1126,"EU","different","EU"
"11611","Będzino","Poland",54.20861111,15.99027778,NA,"Saint-Yrieix-sur-Charente",45.675277777778,0.1275,7167,"France",1474,"EU","different","EU"
"11612","Kamienna Góra","Poland",50.816666666667,16.05,NA,"Barcelos Municipality",41.533333333333,-8.6166666666667,NA,"Portugal",2147,"EU","different","EU"
"11613","Szamotuły","Poland",52.6,16.583333333333,NA,"Brignoles",43.405833333333,6.0616666666667,16454,"France",1285,"EU","different","EU"
"11614","Mielec","Poland",50.283333333333,21.433333333333,NA,"Douchy-les-Mines",50.301388888889,3.3933333333333,10964,"France",1278,"EU","different","EU"
"11615","Łódź","Poland",51.759494444444,19.458511111111,715360,"Barreiro",38.666666666667,-9.1,NA,"Portugal",2642,"EU","different","EU"
"11616","Kamienna Góra","Poland",50.816666666667,16.05,NA,"Vierzon",47.221944444444,2.0683333333333,27113,"France",1093,"EU","different","EU"
"11617","Łódź","Poland",51.759494444444,19.458511111111,715360,"Barreiro",38.664166666667,-9.0766666666667,NA,"Portugal",2641,"EU","different","EU"
"11618","Rybnik","Poland",50.083333333333,18.5,NA,"Liévin",50.421944444444,2.7777777777778,31517,"France",1116,"EU","different","EU"
"11619","Płock","Poland",52.55,19.7,NA,"Auxerre",47.7975,3.5669444444444,34869,"France",1261,"EU","different","EU"
"11620","Puławy","Poland",51.416666666667,21.966666666667,NA,"Douai",50.370833333333,3.0791666666667,41189,"France",1326,"EU","different","EU"
"11621","Wolsztyn","Poland",52.116666666667,16.116666666667,13477,"Domont",49.0275,2.3266666666667,15339,"France",1031,"EU","different","EU"
"11622","Bełchatów","Poland",51.366666666667,19.366666666667,59025,"Alcobaça, Portugal",39.55,-8.975,55597,"Portugal",2548,"EU","different","EU"
"11623","Gmina Krotoszyn","Poland",51.683333333333,17.433333333333,NA,"Fontenay-le-Comte",46.466944444444,-0.80638888888889,13647,"France",1445,"EU","different","EU"
"11624","Pasłęk","Poland",54.05,19.666666666667,NA,"La Couronne",45.6075,0.1,7466,"France",1680,"EU","different","EU"
"11625","Wieliczka","Poland",49.989444444444,20.066111111111,21878,"Saint-André-lez-Lille",50.660277777778,3.0438888888889,11533,"France",1208,"EU","different","EU"
"11626","Bolesławiec","Poland",51.266666666667,15.566666666667,39412,"Nogent-sur-Marne",48.836666666667,2.4825,31367,"France",971,"EU","different","EU"
"11627","Jarosław","Poland",50.018611111111,22.679722222222,38796,"Orange",44.1375,4.8088888888889,28948,"France",1498,"EU","different","EU"
"11628","Konstancin-Jeziorna","Poland",52.083333333333,21.116666666667,NA,"Denzlingen",48.068333333333,7.8825,NA,"Germany",1043,"EU","different","EU"
"11629","Dzierzgoń","Poland",53.923333333333,19.351388888889,NA,"Finsterwalde",51.633055555556,13.716666666667,16548,"Germany",456,"EU","different","EU"
"11630","Szprotawa","Poland",51.566666666667,15.5,NA,"Spremberg",51.571666666667,14.379444444444,22929,"Germany",77,"EU","different","EU"
"11631","Ośno Lubuskie","Poland",52.455277777778,14.876944444444,NA,"Eichwalde",52.366666666667,13.616666666667,6450,"Germany",86,"EU","different","EU"
"11632","Świnoujście","Poland",53.916666666667,14.25,NA,"Heringsdorf",53.966666666667,14.166666666667,NA,"Germany",8,"EU","different","EU"
"11633","Myślibórz","Poland",52.933333333333,14.866666666667,NA,"Soltau",52.983333333333,9.8333333333333,NA,"Germany",337,"EU","different","EU"
"11634","Zdzieszowice","Poland",50.419166666667,18.123611111111,NA,"Ludwigsfelde",52.299722222222,13.266666666667,23956,"Germany",397,"EU","different","EU"
"11635","Brzesko","Poland",49.966666666667,20.616666666667,NA,"Langenenslingen",48.147777777778,9.3791666666667,NA,"Germany",843,"EU","different","EU"
"11636","Rewal","Poland",54.08333333,15.01666667,NA,"Putbus",54.333333333333,13.483333333333,4322,"Germany",104,"EU","different","EU"
"11637","Stawiguda","Poland",53.65861111,20.39972222,NA,"Wallenhorst",52.35,8.0166666666667,NA,"Germany",840,"EU","different","EU"
"11638","Czaplinek","Poland",53.55,16.233333333333,NA,"Grimmen",54.11,13.041388888889,10019,"Germany",218,"EU","different","EU"
"11639","Ryn","Poland",53.937777777778,21.548055555556,NA,"Amt Neuhaus",53.285277777778,10.932222222222,4776,"Germany",703,"EU","different","EU"
"11640","Sieradz","Poland",51.6,18.75,NA,"Gaggenau",48.803888888889,8.3194444444444,28633,"Germany",804,"EU","different","EU"
"11641","Kaliska, Gmina Kaliska","Poland",53.9,18.21667,NA,"Reinfeld",53.833333333333,10.483333333333,8752,"Germany",507,"EU","different","EU"
"11642","Starogard Gdański","Poland",53.966666666667,18.533333333333,NA,"Diepholz",52.607222222222,8.3711111111111,16692,"Germany",692,"EU","different","EU"
"11643","Gryfice","Poland",53.9,15.216666666667,NA,"Meldorf",54.083333333333,9.0666666666667,7216,"Germany",402,"EU","different","EU"
"11644","Szczawnica","Poland",49.416666666667,20.483333333333,NA,"Perleberg",53.066666666667,11.866666666667,13102,"Germany",723,"EU","different","EU"
"11645","Pyrzyce","Poland",53.133333333333,14.883333333333,NA,"Bad Sülze",54.133333333333,12.666666666667,1723,"Germany",184,"EU","different","EU"
"11646","Rychliki","Poland",53.985,19.52805556,NA,"Krempe",53.816666666667,9.4666666666667,NA,"Germany",659,"EU","different","EU"
"11647","Zabrze","Poland",50.3,18.783333333333,179452,"Sangerhausen",51.466666666667,11.3,27546,"Germany",540,"EU","different","EU"
"11648","Międzylesie","Poland",50.149444444444,16.666388888889,NA,"Lohne",52.666666666667,8.2386111111111,NA,"Germany",648,"EU","different","EU"
"11649","Gogolin","Poland",50.488055555556,18.023888888889,NA,"Betzdorf",50.785546,7.873843,9967,"Germany",716,"EU","different","EU"
"11650","Kobyla Góra, Greater Poland Voivodeship","Poland",51.379444,17.837778,NA,"Kirchenlamitz",50.15,11.95,3313,"Germany",436,"EU","different","EU"
"11651","Gryfino","Poland",53.25,14.483333,NA,"Gartz",53.2,14.383055555556,NA,"Germany",9,"EU","different","EU"
"11652","Barlinek","Poland",53,15.2,NA,"Schneverdingen",53.116666666667,9.8,18676,"Germany",361,"EU","different","EU"
"11653","Tczew","Poland",54.091111111111,18.786388888889,NA,"Werder",52.378055555556,12.935,24856,"Germany",433,"EU","different","EU"
"11654","Gmina Gołuchów","Poland",51.849444444444,17.931388888889,NA,"Erkner",52.416666666667,13.75,NA,"Germany",292,"EU","different","EU"
"11655","Zielona Góra","Poland",51.939722222222,15.505,138763,"Soltau",52.983333333333,9.8333333333333,NA,"Germany",401,"EU","different","EU"
"11656","Ciechocinek","Poland",52.883333333333,18.783333333333,NA,"Bad Dürrenberg",51.283333333333,12.066666666667,11763,"Germany",492,"EU","different","EU"
"11657","Barlinek","Poland",53,15.2,NA,"Prenzlau",53.316666666667,13.866666666667,NA,"Germany",96,"EU","different","EU"
"11658","Gmina Tuczno","Poland",53.183333333333,16.133333333333,NA,"Märkische Heide",52.038888888889,14.038055555556,4067,"Germany",190,"EU","different","EU"
"11659","Kamień Pomorski","Poland",53.969722222222,14.785833333333,NA,"Torgelow",53.616666666667,14,9371,"Germany",65,"EU","different","EU"
"11660","Gmina Sulęcin","Poland",52.45,15.116666666667,NA,"Beeskow",52.166666666667,14.25,8122,"Germany",67,"EU","different","EU"
"11661","Kamień Pomorski","Poland",53.969722222222,14.785833333333,NA,"Grimmen",54.11,13.041388888889,10019,"Germany",115,"EU","different","EU"
"11662","Kalisz Pomorski","Poland",53.283333333333,15.9,NA,"Kaltenkirchen",53.839722222222,9.9602777777778,20331,"Germany",397,"EU","different","EU"
"11663","Ustka","Poland",54.583333333333,16.85,NA,"Kappeln",54.661388888889,9.9311111111111,8687,"Germany",445,"EU","different","EU"
"11664","Izbica","Poland",50.88333333,23.16666667,NA,"Winterlingen",48.179722222222,9.1152777777778,6356,"Germany",1056,"EU","different","EU"
"11665","Lubaczów","Poland",50.155600888889,23.122991388889,NA,"Tostedt",53.283333333333,9.7166666666667,13555,"Germany",985,"EU","different","EU"
"11666","Przemęt, Greater Poland Voivodeship","Poland",52.01666667,16.3,NA,"Bestensee",52.25,13.65,NA,"Germany",183,"EU","different","EU"
"11667","Dobrzeń Wielki","Poland",50.76667,17.86667,NA,"Heuchelheim",50.583333333333,8.6333333333333,NA,"Germany",651,"EU","different","EU"
"11668","Brody, Żary County","Poland",51.8,14.78333333,NA,"Forst (Lausitz)",51.733333333333,14.633333333333,18945,"Germany",13,"EU","different","EU"
"11669","Golczewo","Poland",53.826111111111,14.981944444444,NA,"Joachimsthal",52.966666666667,13.75,NA,"Germany",126,"EU","different","EU"
"11670","Drawsko Pomorskie","Poland",53.533333333333,15.8,NA,"Bad Bramstedt",53.918611111111,9.8844444444444,13906,"Germany",391,"EU","different","EU"
"11671","Bytów","Poland",54.133333333333,17.5,NA,"Frankenberg",51.058888888889,8.7966666666667,17855,"Germany",679,"EU","different","EU"
"11672","Ustronie Morskie","Poland",54.21528,15.75472,NA,"Werneuchen",52.633055555556,13.733055555556,NA,"Germany",221,"EU","different","EU"
"11673","Myślibórz","Poland",52.933333333333,14.866666666667,NA,"Neuhardenberg",52.6,14.25,NA,"Germany",56,"EU","different","EU"
"11674","Krosno Odrzańskie","Poland",52.033333333333,15.1,NA,"Schwarzheide",51.483055555556,13.866666666667,5795,"Germany",105,"EU","different","EU"
"11675","Wolbrom","Poland",50.4,19.766666666667,NA,"Waltershausen",50.8975,10.555833333333,NA,"Germany",651,"EU","different","EU"
"11676","Żabno","Poland",50.15,20.883333333333,NA,"Bad Berka",50.9,11.283333333333,NA,"Germany",683,"EU","different","EU"
"11677","Strzelce Krajeńskie","Poland",52.883333333333,15.516666666667,NA,"Tornesch",53.7,9.7166666666667,NA,"Germany",396,"EU","different","EU"
"11678","Moryń","Poland",52.859444444444,14.393611111111,NA,"Joachimsthal",52.966666666667,13.75,NA,"Germany",45,"EU","different","EU"
"11679","Cieszanów","Poland",50.245833333333,23.13,NA,"Argenbühl",47.688055555556,9.9591666666667,6171,"Germany",1001,"EU","different","EU"
"11680","Chełmek","Poland",50.116666666667,19.25,NA,"Leinefelde",51.387638888889,10.321611111111,NA,"Germany",643,"EU","different","EU"
"11681","Gmina Kolbudy","Poland",54.270833333333,18.472222222222,NA,"Uffenheim",49.516666666667,10.25,5694,"Germany",772,"EU","different","EU"
"11682","Elbląg","Poland",54.166666666667,19.4,122568,"Barßel",53.170277777778,7.7466666666667,12495,"Germany",775,"EU","different","EU"
"11683","Wolsztyn","Poland",52.116666666667,16.116666666667,13477,"Lübben (Spreewald)",51.95,13.9,13824,"Germany",153,"EU","different","EU"
"11684","Żagań","Poland",51.616666666667,15.316666666667,NA,"Teltow",52.402222222222,13.270555555556,NA,"Germany",165,"EU","different","EU"
"11685","Czaplinek","Poland",53.55,16.233333333333,NA,"Marlow",54.133333333333,12.566666666667,NA,"Germany",249,"EU","different","EU"
"11686","Dziwnów","Poland",54.016666666667,14.75,NA,"Werneuchen",52.633055555556,13.733055555556,NA,"Germany",168,"EU","different","EU"
"11687","Gogolin","Poland",50.488055555556,18.023888888889,NA,"Betzdorf",50.785555555556,7.8727777777778,9967,"Germany",716,"EU","different","EU"
"11688","Łobez","Poland",53.633333333333,15.616666666667,NA,"Wiek",54.622222222222,13.289166666667,NA,"Germany",187,"EU","different","EU"
"11689","Lewin Kłodzki","Poland",50.416666666667,16.283333333333,NA,"Großbeeren",52.354444444444,13.306111111111,NA,"Germany",298,"EU","different","EU"
"11690","Jasień, Lubusz Voivodeship","Poland",51.751388888889,15.0175,NA,"Döbern",51.616666666667,14.6,3696,"Germany",32,"EU","different","EU"
"11691","Świebodzin","Poland",52.25,15.533333333333,21988,"Herzberg",51.683055555556,13.233055555556,9067,"Germany",170,"EU","different","EU"
"11692","Czaplinek","Poland",53.55,16.233333333333,NA,"Bad Schwartau",53.919444444444,10.6975,19817,"Germany",366,"EU","different","EU"
"11693","Kalisz Pomorski","Poland",53.283333333333,15.9,NA,"Torgelow",53.616666666667,14,9371,"Germany",131,"EU","different","EU"
"11694","Zelów","Poland",51.466666666667,19.216666666667,NA,"Neuenhaus",52.5,6.9666666666667,NA,"Germany",846,"EU","different","EU"
"11695","Lubsko","Poland",51.783333333333,14.966666666667,NA,"Forst (Lausitz)",51.733333333333,14.633333333333,18945,"Germany",24,"EU","different","EU"
"11696","Wierzchowo, Drawsko County","Poland",53.46,16.10111111,NA,"Henstedt-Ulzburg",53.783333333333,10,27705,"Germany",404,"EU","different","EU"
"11697","Okonek","Poland",53.533333333333,16.85,NA,"Stockelsdorf",53.883333333333,10.65,NA,"Germany",410,"EU","different","EU"
"11698","Zbąszynek","Poland",52.25,15.816666666667,NA,"Peitz",51.866666666667,14.416666666667,4445,"Germany",105,"EU","different","EU"
"11699","Białogard","Poland",54,15.983333333333,24570,"Binz",54.4,13.6,5100,"Germany",161,"EU","different","EU"
"11700","Mrągowo","Poland",53.866666666667,21.3,NA,"Grünberg",50.6,8.95,NA,"Germany",915,"EU","different","EU"
"11701","Pieniężno","Poland",54.216666666667,20.116666666667,NA,"Rangsdorf",52.283055555556,13.433055555556,10498,"Germany",494,"EU","different","EU"
"11702","Złotów","Poland",53.360277777778,17.040833333333,NA,"Eggesin",53.683333333333,14.083333333333,4813,"Germany",199,"EU","different","EU"
"11703","Tolkmicko","Poland",54.320555555556,19.530555555556,NA,"Heringsdorf",53.966666666667,14.166666666667,NA,"Germany",351,"EU","different","EU"
"11704","Krapkowice","Poland",50.466666666667,17.966666666667,16721,"Neugersdorf",50.978888888889,14.610833333333,6260,"Germany",243,"EU","different","EU"
"11705","Kolno, Warmian-Masurian Voivodeship","Poland",53.996944444444,20.995277777778,NA,"Belm",52.3,8.1333333333333,NA,"Germany",877,"EU","different","EU"
"11706","Kowary","Poland",50.791666666667,15.833333333333,NA,"Schönau-Berzdorf",51.063055555556,14.885,NA,"Germany",73,"EU","different","EU"
"11707","Karlino","Poland",54.039166666667,15.878611111111,NA,"Wolgast",54.05,13.766666666667,12355,"Germany",138,"EU","different","EU"
"11708","Czerwieńsk","Poland",52.015555555556,15.405,NA,"Drebkau",51.65,14.216666666667,6336,"Germany",91,"EU","different","EU"
"11709","Goleniów","Poland",53.55,14.816666666667,NA,"Mölln",53.626944444444,10.684722222222,18856,"Germany",273,"EU","different","EU"
"11710","Gmina Maszewo, West Pomeranian Voivodeship","Poland",53.483333333333,15.066666666667,NA,"Mölln",53.626944444444,10.684722222222,18856,"Germany",290,"EU","different","EU"
"11711","Tarnów Opolski","Poland",50.58333333,18.08333333,NA,"Bad Blankenburg",50.683333333333,11.266666666667,NA,"Germany",481,"EU","different","EU"
"11712","Kościan","Poland",52.083333333333,16.65,NA,"Alzey",49.751666666667,8.1161111111111,17519,"Germany",651,"EU","different","EU"
"11713","Głuchołazy","Poland",50.313055555556,17.374166666667,NA,"Nieder-Olm",49.9167,8.2,NA,"Germany",655,"EU","different","EU"
"11714","Luzino","Poland",54.56277778,18.10305556,NA,"Stolzenau",52.516666666667,9.0666666666667,NA,"Germany",638,"EU","different","EU"
"11715","Chojna","Poland",52.966666666667,14.416666666667,NA,"Bad Kötzting",49.176944444444,12.855,6805,"Germany",435,"EU","different","EU"
"11716","Udanin","Poland",51.03694444,16.45333333,NA,"Oderwitz",50.958888888889,14.718611111111,5363,"Germany",122,"EU","different","EU"
"11717","Namysłów","Poland",51.072777777778,17.706944444444,NA,"Linz am Rhein",50.57,7.28,NA,"Germany",734,"EU","different","EU"
"11718","Grodków","Poland",50.683333333333,17.366666666667,NA,"Heringsdorf",53.966666666667,14.166666666667,NA,"Germany",425,"EU","different","EU"
"11719","Świdwin","Poland",53.766666666667,15.783333333333,NA,"Prenzlau",53.316666666667,13.866666666667,NA,"Germany",136,"EU","different","EU"
"11720","Drezdenko","Poland",52.833333333333,15.833333333333,NA,"Wörth am Rhein",49.051666666667,8.2602777777778,NA,"Germany",676,"EU","different","EU"
"11721","Sławno","Poland",54.366666666667,16.683333333333,NA,"Ribnitz-Damgarten",54.25,12.466666666667,15104,"Germany",274,"EU","different","EU"
"11722","Gmina Czerwieńsk","Poland",52.015555555556,15.405,NA,"Drebkau",51.65,14.216666666667,6336,"Germany",91,"EU","different","EU"
"11723","Zawadzkie","Poland",50.609444444444,18.48,NA,"Uebigau-Wahrenbrück",51.55,13.35,5462,"Germany",373,"EU","different","EU"
"11724","Szklarska Poręba","Poland",50.833333333333,15.533333333333,NA,"Bad Harzburg",51.881111111111,10.562222222222,21735,"Germany",364,"EU","different","EU"
"11725","Miękinia, Lower Silesian Voivodeship","Poland",51.16667,16.76667,NA,"Schwarmstedt",52.666666666667,9.6166666666667,NA,"Germany",518,"EU","different","EU"
"11726","Kostrzyn nad Odrą","Poland",52.588333333333,14.666666666667,NA,"Peitz",51.866666666667,14.416666666667,4445,"Germany",82,"EU","different","EU"
"11727","Wołczyn","Poland",51.018333333333,18.056944444444,NA,"Haßloch",49.35,8.25,20123,"Germany",722,"EU","different","EU"
"11728","Zielona Góra","Poland",51.939722222222,15.505,138763,"Bistrița",47.133333333333,24.483333333333,75076,"Romania",839,"EU","different","EU"
"11729","Sławków","Poland",50.298333333333,19.388333333333,NA,"Slavkov u Brna",49.153275386094,16.876504369244,6564,"Czech Republic",221,"EU","different","EU"
"11730","Dębica","Poland",50.05,21.416666666667,NA,"Svishtov",43.618611111111,25.343888888889,31418,"Bulgaria",775,"EU","different","EU"
"11731","Bydgoszcz","Poland",53.116666666667,18,358614,"Pitești",44.866666666667,24.883333333333,155383,"Romania",1045,"EU","different","EU"
"11732","Katowice","Poland",50.25,19,303314,"Opava",49.938055555556,17.904444444444,57387,"Czech Republic",85,"EU","different","EU"
"11733","Nowy Sącz","Poland",49.623888888889,20.697222222222,NA,"Gabrovo",42.871111111111,25.315,58950,"Bulgaria",830,"EU","different","EU"
"11734","Warsaw","Poland",52.216666666667,21.033333333333,1748916,"Sofia",42.7,23.333333333333,1286383,"Bulgaria",1072,"EU","different","EU"
"11735","Rybnik","Poland",50.083333333333,18.5,NA,"Karviná",49.854166666667,18.542777777778,54413,"Czech Republic",26,"EU","different","EU"
"11736","Brzesko","Poland",49.966666666667,20.616666666667,NA,"Sovata",46.596111111111,25.074444444444,10385,"Romania",499,"EU","different","EU"
"11737","Siemianowice Śląskie","Poland",50.275833333333,18.985833333333,NA,"Jablunkov",49.576691347506,18.764611504976,5624,"Czech Republic",79,"EU","different","EU"
"11738","Płońsk","Poland",52.633333333333,20.383333333333,NA,"Čakovec",46.383333333333,16.433333333333,30455,"Croatia",751,"EU","different","EU"
"11739","Wieliczka","Poland",49.989444444444,20.066111111111,21878,"Litovel",49.701225181872,17.076190647983,9901,"Czech Republic",217,"EU","different","EU"
"11740","Kraków","Poland",50.066666666667,19.95,761900,"Zagreb",45.8,15.95,790017,"Croatia",560,"EU","different","EU"
"11741","Chojna","Poland",52.966666666667,14.416666666667,NA,"Agros",34.916666666667,33.016666666667,806,"Cyprus",2483,"EU","different","EU"
"11742","Świętochłowice","Poland",50.316666666667,18.916666666667,NA,"Nový Jičín",49.594368444158,18.010308756103,23550,"Czech Republic",103,"EU","different","EU"
"11743","Kętrzyn","Poland",54.083333333333,21.383333333333,27827,"Zlaté Hory",50.263803148531,17.396090652009,3899,"Czech Republic",504,"EU","different","EU"
"11744","Gmina Namysłów","Poland",51.072777777778,17.706944444444,NA,"Hlučín",49.897939786775,18.19200490075,13970,"Czech Republic",135,"EU","different","EU"
"11745","Białystok","Poland",53.116666666667,23.166666666667,295624,"Sliema",35.912222222222,14.504166666667,16854,"Malta",2029,"EU","different","EU"
"11746","Sieradz","Poland",51.6,18.75,NA,"Yambol",42.484444444444,26.508611111111,79771,"Bulgaria",1170,"EU","different","EU"
"11747","Dębica","Poland",50.05,21.416666666667,NA,"Siret",47.95,26.06,7976,"Romania",411,"EU","different","EU"
"11748","Rzeszów","Poland",50.05,22,182548,"Satu Mare",47.79,22.89,102411,"Romania",260,"EU","different","EU"
"11749","Siemianowice Śląskie","Poland",50.275833333333,18.985833333333,NA,"Câmpia Turzii",46.544444444444,23.879166666667,22223,"Romania",550,"EU","different","EU"
"11750","Gmina Kępno","Poland",51.283333333333,17.983333333333,NA,"Trutnov",50.561045737535,15.912798547953,30680,"Czech Republic",166,"EU","different","EU"
"11751","Sosnowiec","Poland",50.3,19.166666666667,214488,"Suceava",47.651388888889,26.255555555556,92121,"Romania",595,"EU","different","EU"
"11752","Gdańsk","Poland",54.366666666667,18.633333333333,462249,"Rijeka",45.329722222222,14.432222222222,128624,"Croatia",1049,"EU","different","EU"
"11753","Chojna","Poland",52.966666666667,14.416666666667,NA,"Marsaskala",35.8625,14.5675,12134,"Malta",1902,"EU","different","EU"
"11754","Racibórz","Poland",50.083333333333,18.233333333333,NA,"Opava",49.938055555556,17.904444444444,57387,"Czech Republic",29,"EU","different","EU"
"11755","Strzegom","Poland",51,16.333333333333,16650,"Znojmo",48.855540667876,16.048796054219,33823,"Czech Republic",239,"EU","different","EU"
"11756","Dąbrowa Górnicza","Poland",50.323888888889,19.194722222222,122712,"Câmpulung Moldovenesc",47.530833333333,25.551388888889,16722,"Romania",558,"EU","different","EU"
"11757","Wieluń","Poland",51.216666666667,18.566666666667,NA,"Senj",44.990277777778,14.901388888889,NA,"Croatia",744,"EU","different","EU"
"11758","Kamienna Góra","Poland",50.816666666667,16.05,NA,"Trutnov",50.561045737535,15.912798547953,30680,"Czech Republic",30,"EU","different","EU"
"11759","Chojna","Poland",52.966666666667,14.416666666667,NA,"Tryavna",42.866666666667,25.491944444444,9831,"Bulgaria",1390,"EU","different","EU"
"11760","Wodzisław Śląski","Poland",50,18.45,NA,"Karviná",49.854166666667,18.542777777778,54413,"Czech Republic",18,"EU","different","EU"
"11761","Lubliniec","Poland",50.683333333333,18.683333333333,NA,"Kravaře",49.932024489233,18.004772215608,6699,"Czech Republic",96,"EU","different","EU"
"11762","Wrocław","Poland",51.10773,17.03533,634404,"Hradec Králové",50.209166666667,15.831944444444,92929,"Czech Republic",131,"EU","different","EU"
"11763","Gogolin","Poland",50.488055555556,18.023888888889,NA,"Jablunkov",49.576691347506,18.764611504976,5624,"Czech Republic",114,"EU","different","EU"
"11764","Katowice","Poland",50.25,19,303314,"Ostrava",49.835555555556,18.2925,291634,"Czech Republic",68,"EU","different","EU"
"11765","Ząbkowice Śląskie","Poland",50.583333333333,16.816666666667,NA,"Červený Kostelec",50.476298276375,16.092983802099,8355,"Czech Republic",53,"EU","different","EU"
"11766","Jaworzno","Poland",50.2,19.275,94305,"Karviná",49.854166666667,18.542777777778,54413,"Czech Republic",65,"EU","different","EU"
"11767","Jastrzębie-Zdrój","Poland",49.95,18.583333333333,NA,"Karviná",49.854166666667,18.542777777778,54413,"Czech Republic",11,"EU","different","EU"
"11768","Dębica","Poland",50.05,21.416666666667,NA,"Svishtov Municipality",43.5667,25.35,43768,"Bulgaria",780,"EU","different","EU"
"11769","Radom","Poland",51.403611111111,21.156666666667,219703,"Stara Zagora",42.424722222222,25.625555555556,138272,"Bulgaria",1054,"EU","different","EU"
"11770","Poznań","Poland",52.4,16.916666666667,544612,"Brno",49.195277777778,16.608333333333,377973,"Czech Republic",357,"EU","different","EU"
"11771","Poznań","Poland",52.4,16.916666666667,544612,"Plovdiv",42.143333333333,24.748888888889,333206,"Bulgaria",1283,"EU","different","EU"
"11772","Gmina Głogówek","Poland",50.343888888889,17.867222222222,NA,"Vrbno pod Pradědem",50.120957199296,17.383221772378,5172,"Czech Republic",42,"EU","different","EU"
"11773","Lublin","Poland",51.233333333333,22.566666666667,324637,"Timișoara",45.759722222222,21.23,319279,"Romania",616,"EU","different","EU"
"11774","Chojna","Poland",52.966666666667,14.416666666667,NA,"Siret",47.95,26.06,7976,"Romania",993,"EU","different","EU"
"11775","Cieszyn","Poland",49.75,18.633333333333,36119,"Balchik",43.407777777778,28.162222222222,12913,"Bulgaria",1012,"EU","different","EU"
"11776","Konin","Poland",52.216666666667,18.266666666667,NA,"Karlovo",42.643034,24.805346,27659,"Bulgaria",1171,"EU","different","EU"
"11777","Lublin","Poland",51.233333333333,22.566666666667,324637,"Tilburg",51.57,5.07,46517,"Kingdom of the Netherlands",1211,"EU","different","EU"
"11778","Głuchołazy","Poland",50.313055555556,17.374166666667,NA,"Zlaté Hory",50.263803148531,17.396090652009,3899,"Czech Republic",6,"EU","different","EU"
"11779","Piekary Śląskie","Poland",50.383333333333,18.95,NA,"Kroměříž",49.297859972783,17.393134863736,29002,"Czech Republic",164,"EU","different","EU"
"11780","Namysłów","Poland",51.072777777778,17.706944444444,NA,"Hlučín",49.897939786775,18.19200490075,13970,"Czech Republic",135,"EU","different","EU"
"11781","Świdnica","Poland",50.846111111111,16.491388888889,NA,"Trutnov",50.561045737535,15.912798547953,30680,"Czech Republic",52,"EU","different","EU"
"11782","Oława","Poland",50.933333333333,17.3,NA,"Sighetu Marmației",47.8898034,23.8557463,37640,"Romania",582,"EU","different","EU"
"11783","Jastrzębie-Zdrój","Poland",49.95,18.583333333333,NA,"Havířov",49.777777777778,18.422777777778,73274,"Czech Republic",22,"EU","different","EU"
"11784","Mysłowice","Poland",50.233333333333,19.133333333333,NA,"Frýdek-Místek",49.688055555556,18.353611111111,56719,"Czech Republic",82,"EU","different","EU"
